TimeStamp (s),GlbAccX (m/s^2),GlbAccY (m/s^2),GlbAccZ (m/s^2),GlbVelX (m/s),GlbVelY (m/s),GlbVelZ (m/s),GlbPosX (m),GlbPosY (m),GlbPosZ (m)
65.37,0.04060419074056708,-0.18345700969620693,0.17460358804573525,-0.03397410117035055,-0.008781894147163164,0.016122134005770925,0.0074585223039406855,-0.46293291250928476,-0.270845952342304
65.38,0.1001723922077186,-0.036013717188757434,0.1500571965653319,-0.03327021825560977,-0.009879247781586987,0.017745437928824784,0.00712230070681119,-0.4630262182189284,-0.2706766144826312
65.39,0.2530077429231833,-0.02831451274123279,-0.00987895154446125,-0.03150431757995435,-0.010200888931237103,0.018446329153929495,0.0067984280276332035,-0.46312661890249257,-0.27049565564721734
65.4,0.32527395840063267,0.01726519437442113,-0.03415381921274302,-0.028612909073333793,-0.01025613552307119,0.01822616530014336,0.006497841894366609,-0.4632289040247642,-0.27031229317494687
65.41,0.20174821167414111,0.11520355317039449,-0.13269416195613754,-0.02597779822296232,-0.009593791785347715,0.017391925394299717,0.006224888357885377,-0.4633281536613062,-0.2701342027214748
65.42,0.10566321042354328,-0.02519204768173227,-0.011973001753687366,-0.02444074111247311,-0.009143734257904174,0.016668589575750223,0.005972795661208071,-0.46342184129152253,-0.26996390014662447
65.43,-0.14880887043045612,0.1467673465389663,0.03632740609185503,-0.024656469412507785,-0.008535857763617693,0.016790361597441125,0.0057273096085830415,-0.4635102392516302,-0.26979660539075845
65.44,-0.10311449355932346,-0.02100980104574548,0.00911998666496331,-0.02591608623245554,-0.00790707003615216,0.01701759856122501,0.005474446830358455,-0.463592453890629,-0.26962756558996526
65.45,-0.10858814619223624,-0.05162508483546927,-0.031512415440035704,-0.02697459943121388,-0.00827024446555842,0.01690563641734959,0.005209993402039972,-0.4636733404631376,-0.2694579494150723
65.46,-0.05976155848349449,-0.01252607997341264,0.15030753391353036,-0.02781634795459177,-0.008591000289602538,0.017499612009716524,0.004936038665111193,-0.4637576466869133,-0.2692859231729371
65.47,-0.28877201057995866,-0.1290126961120171,0.2998794964960045,-0.029559015799909924,-0.009298694170030049,0.01975054716176535,0.004649161846338538,-0.4638470951592115,-0.2690996723770796
65.48,0.0152161907512848,-0.026864344514028016,0.10364785017052894,-0.03092679489905399,-0.010078079373160673,0.02176818389509905,0.004346732792843564,-0.4639439790269275,-0.26889207872179516
65.49,-0.09777854227385635,-0.14910163662819537,-0.03566061352303071,-0.03133960665666648,-0.010957909278870989,0.022108120078336232,0.004035400785065245,-0.46404915897018756,-0.26867269720192816
65.5,0.09980742719492665,0.030150876817260266,0.012341007117404611,-0.03132946223206112,-0.011552663077925969,0.02199152204630804,0.003722055440621447,-0.4641617118319716,-0.26845219899130485
65.51,0.12152164289441712,0.14289391583296177,0.06546162719496043,-0.030222816881613837,-0.010687439114674416,0.022380535217870066,0.003414294045052915,-0.46427291234293466,-0.26823033870498386
65.52,0.24114829421074577,0.11330190630489265,-0.07301059728062981,-0.028409467196089673,-0.00940646000398631,0.022342790367441752,0.003121132624664664,-0.4643733818385279,-0.2680067220770575
65.53,0.061107531130931994,-0.16971310405761003,0.09649049077690441,-0.02689818806938051,-0.00968851599275004,0.022460189834923185,0.002844594348337172,-0.4644688567185116,-0.2677827071760456
65.54,0.07336872233465494,-0.04574692800228031,-0.0698848222656668,-0.026225806802052234,-0.010765816153050042,0.02259321817747944,0.002578974373979872,-0.4645711283792407,-0.2675574401359834
65.55,0.14581632158019237,-0.032261970527995884,-0.058356375070696756,-0.025129881582478995,-0.011155860645701069,0.021952012190798204,0.0023221959320574494,-0.46468073676323435,-0.2673347139841422
65.56,-0.12042475153086127,0.30659025813340196,0.056715008353645374,-0.025002923732232275,-0.009784219207673337,0.021943805357212944,0.002071531905483765,-0.46478543716250126,-0.26711523489640204
65.57,-0.22301992273675994,0.144134789743147,-0.012930009526278034,-0.02672014710356882,-0.007530593968292642,0.02216273035134958,0.0018129165513049946,-0.464872011228381,-0.26689470221785944
65.58,-0.3139715095347011,-0.03323044593512116,-0.022537781461331792,-0.029405104264927498,-0.006976072249252229,0.02198539139641144,0.0015322902944623694,-0.46494454455946876,-0.2666739616091205
65.59,-0.2968172497935198,-0.05718455808242412,0.1638369167047753,-0.03245904806157016,-0.007428147269340187,0.022691887072629018,0.0012229695328297228,-0.4650165656570618,-0.2664505752167752
65.6,-0.04450046442740273,-0.11805121464295318,0.03809390237506812,-0.034165636632673226,-0.008304326132966276,0.023701541168027317,0.0008898461093588088,-0.46509522802407327,-0.2662186080755721
65.61,0.3722870324304927,-0.051065171253075116,-0.12718935451145358,-0.03252670379265694,-0.00914990806244685,0.02325606390734516,0.0005563844072319873,-0.4651824991950504,-0.26598382005019516
65.62,0.368369165105457,-0.034535471062906,0.1729720165998703,-0.028823422804975296,-0.009577911274026974,0.02348497721778736,0.0002496337742436692,-0.4652761382917328,-0.2657501148445694
65.63,0.2597258911099557,-0.09637643997601739,0.057382212856912126,-0.02568294752390109,-0.010232470829220996,0.024636748365070228,-2.2898077400464818e-05,-0.46537519020224893,-0.2655095062166553
65.64,0.41399615389661565,-0.12689532074612064,-0.0168237645557398,-0.02231433729886651,-0.011348829632832257,0.024839540606576192,-0.0002628845015144256,-0.46548309670455923,-0.26526212477179695
65.65,0.5955937704828493,-0.05962957948096705,-0.1265700622065018,-0.017266387676966602,-0.012281454133968172,0.024122571472764618,-0.00046078812639369245,-0.4656012481233933,-0.2650173142114001
65.66,0.5339103947758209,-0.09596774332819621,0.21740820180703135,-0.011618866850678387,-0.013059440748013282,0.024576762170766854,-0.0006052143990317861,-0.4657279525978031,-0.2647738175431827
65.67,0.4429078086338365,-0.13974037498036346,0.14992169922037063,-0.006734775833627602,-0.014237981339556683,0.026413411675904802,-0.000696982612453363,-0.465864439708241,-0.2645188666739492
65.68,0.5821950563653469,-0.0636744188444679,0.554987204984016,-0.0016092615086290632,-0.01525505530868136,0.029937956196928538,-0.0007387027991646678,-0.46601190489148225,-0.26423710983458487
65.69,0.4901342055094581,0.062274187898494274,0.924100480248998,0.0037523848007400846,-0.015262056463411222,0.03733339462308688,-0.0007279871827041224,-0.4661644904503426,-0.2639007530804851
65.7,0.3122301363278294,-0.0688606298237043,0.24159314605437274,0.007764206509928574,-0.01529498867303729,0.04316186275460671,-0.0006704042261507496,-0.4663172756760249,-0.26349827679359644
65.71,0.22243211472017646,0.05887612503083288,-0.23184929105032354,0.010437517765166172,-0.015344911197001602,0.043210582029626916,-0.0005793956047753586,-0.46647047517537493,-0.26306641456967567
65.72,0.1974855341469386,-0.017581598350676624,-0.5627058511402755,0.012537106009502821,-0.015138438563600715,0.03923780631867189,-0.0004645224859019549,-0.466622891924178,-0.26265417262793395
65.73,0.0700946948776471,-0.06068640050332291,-0.6364413826070365,0.013875007154626435,-0.015529778557870914,0.03324207014993226,-0.00033246192008124105,-0.46677623300978544,-0.2622917732455907
65.74,0.03565876003810156,-0.134237180791414,-0.37008498957245384,0.014403774429204697,-0.01650439646434371,0.028209438289039386,-0.000191068012162214,-0.4669364038848964,-0.26198451570339615
65.75,0.055615052604875675,-0.07932258654665578,0.23911584920924045,0.014860143492419816,-0.017572195301034606,0.027554592587222985,-4.474842255401657e-05,-0.46710678684372336,-0.2617056955490147
65.76,0.03700287402295807,0.019679564518581133,0.5374054578994589,0.015323233125559221,-0.017870410411175132,0.03143719912276847,0.00010616846053595582,-0.46728399987228453,-0.2614107365904646
65.77,0.004405495677915067,0.12698676514456922,0.7882552900260612,0.0155302749740634,-0.017137078762860046,0.03806550286239004,0.00026043600103392865,-0.4674590373181545,-0.26106322308053914
65.78,-0.019740286480562613,0.1423675409043629,0.7975877117813917,0.015453601020050122,-0.015790307232614695,0.04599471787143136,0.0004153553810045755,-0.467623674248132,-0.26064292197686983
65.79,-0.12518196978054974,0.18919568152564306,-0.29274029183101263,0.01472898973874419,-0.014132491120463817,0.048518954971184546,0.0005662683347986242,-0.4677732882398975,-0.2601703536126565
65.8,-0.13325333861012262,0.028336096862430514,-0.7933845125096047,0.013436813196792003,-0.013044832228524438,0.0430883309494864,0.0007070973494761771,-0.4679091748566423,-0.25971231718305354
65.81,0.11309236526706877,0.09682586422964165,-0.08072142632473259,0.013336008330076683,-0.012419022423063758,0.038717801255312476,0.0008409614571105891,-0.4680364941299003,-0.25930328652202933
65.82,0.3871262013376056,0.2748145129313187,0.7569315381518418,0.01583710116309778,-0.010560820537260646,0.04209885181444495,0.0009868270045763287,-0.4681513933447018,-0.2588992032566809
65.83,0.5821989164971406,0.1659037016169592,0.48145007524408956,0.020683726752273993,-0.00835722946451813,0.048290759881427774,0.001169431144153281,-0.46824598359471076,-0.25844725519820133
65.84,0.310067952229489,0.11025126428996179,-0.32855026852625024,0.025145061095909423,-0.006976454634982818,0.04905525891501736,0.0013985750833943153,-0.4683226520152083,-0.25796052510421885
65.85,0.24584361204042326,0.05561352467573847,-0.4284630207294088,0.027924618917256457,-0.006147130690155071,0.045270192468742504,0.0016639234834599035,-0.4683882699418339,-0.2574888978473005
65.86,0.6637330478129972,0.09210432448951736,0.10768769037161534,0.03247250221652589,-0.005408541444328414,0.04366631581695272,0.00196590908912897,-0.46844604830250636,-0.2570442153058718
65.87,0.9841845733737,0.03382025919169442,0.5658976948690195,0.04071209032246359,-0.0047789185259220325,0.047034242743157616,0.0023318320518241047,-0.46849698560235764,-0.25659071251307103
65.88,0.9503421628526135,-0.13417964465232599,0.5679428301072804,0.05038472400358636,-0.005280715453224734,0.05270344536803396,0.0027873161234539404,-0.46854728377225335,-0.2560920240725155
65.89,0.8981341159100025,-0.42288554601873185,0.5536329093449444,0.059627105397404165,-0.008066041406581449,0.05831132406529795,0.0033373752704591742,-0.4686140175565524,-0.25553695022534856
65.9,0.8784543588698267,-0.5466359550313342,0.5373808507869757,0.06851004777130786,-0.012913648911834259,0.06376639286596034,0.003978061036303062,-0.4687189160081445,-0.25492656164069194
65.91,0.7765818686692754,-0.6261469237988,0.2506486770347057,0.07678522890899583,-0.018777563305979596,0.06770654050506517,0.004704537419703919,-0.46887737206923347,-0.25426919697383743
65.92,0.759144060265327,-0.49751859022053424,0.04205187618744269,0.08446385855367278,-0.024395890876079143,0.06917004327117665,0.005510782857017674,-0.46909323934014385,-0.25358481405495586
65.93,1.0281463642490962,-0.4717055317937908,-0.00041359175281291405,0.09340031067624946,-0.029242011486153248,0.0693782346933499,0.00640010370316774,-0.46936142885195514,-0.25289207266513286
65.94,1.3251801068541267,-0.2990486128256013,0.4168483091015893,0.10516694303175488,-0.03309578220924671,0.0714604082800919,0.0073929399717068585,-0.46967311782043186,-0.2521878794502663
65.95,1.2816234654059238,-0.17469405339709718,0.2041050896799028,0.1182009608930618,-0.035464495540361414,0.07456517527400094,0.008509779491331514,-0.47001591920918007,-0.25145775153249544
